Review ID,Reviewer's Profile,Reviewer's Name,Review Title,Review Rating,Review Date,Review Badge,Review Content,Review Images,Product URL
R34O08OJUJG4FE,https://www.amazon.com/gp/profile/amzn1.account.AHBO57MPWYX2YQG6...,CJones84,Easy to use.,5.0 out of 5 stars,"Reviewed in the United States on December 17, 2025",Verified Purchase,"This vacuum is very easy to assemble, easy to use and easy to ch...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R3D7AB5Z7FPGFC,https://www.amazon.com/gp/profile/amzn1.account.AES6K646S46BPC3B...,MW,"Nice size, easy to use and comes with lots of attachments",5.0 out of 5 stars,"Reviewed in the United States on December 7, 2025",Verified Purchase,"Nice vacuum, comes with all the attachments you would need and h...",https://m.media-amazon.com/images/I/71aCrm8hoZL._SL1000.jpg http...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2GYQJ6N9UBS6R,https://www.amazon.com/gp/profile/amzn1.account.AGALXQ2LUD6QTV4Q...,Amazon Customer,battery operated vacum,5.0 out of 5 stars,"Reviewed in the United States on December 26, 2025",Verified Purchase,works great me wife and I like it,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R1OSNRWULPVF7J,https://www.amazon.com/gp/profile/amzn1.account.AFIIPRGXUVTR7GI5...,stevanus sutanto,"tall, good suction, can bend the hose",5.0 out of 5 stars,"Reviewed in the United States on December 6, 2025",Verified Purchase,"Not to short for tall people, it has 2 suction power, works very...",https://m.media-amazon.com/images/I/61B9PMKk6nL._SL1000.jpg http...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R39OIS8SYYU8F0,https://www.amazon.com/gp/profile/amzn1.account.AFDOGR4XMKLPCCZT...,Barry,Cordless Vacuum,5.0 out of 5 stars,"Reviewed in the United States on December 21, 2025",Verified Purchase,"Strong Vacuum, great battery life, and it looks great!",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2Z83CFVUMGBVZ,https://www.amazon.com/gp/profile/amzn1.account.AFQSIQNEZF7M4XMA...,KL,Great vacuum,5.0 out of 5 stars,"Reviewed in the United States on December 23, 2025",Verified Purchase,Great vacuum at a good price,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R20TZ2GR70IWIN,https://www.amazon.com/gp/profile/amzn1.account.AFSM2RIJNNMTIEEC...,Yvette Silva,It does the job!,5.0 out of 5 stars,"Reviewed in the United States on December 6, 2025",Verified Purchase,I’m really impressed with this cordless handheld vacuum. The suc...,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/com...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R17ECU9QGXDUX4,https://www.amazon.com/gp/profile/amzn1.account.AHOJWOZKRYPV6LRG...,Clara in CA,Great Vacuum,5.0 out of 5 stars,"Reviewed in the United States on December 8, 2025",Verified Purchase,Excellent vacuum! Works similar to my Tineco and Dyson I’ve had ...,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/com...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RPNAY4F9IWUCX,https://www.amazon.com/gp/profile/amzn1.account.AFO4IS67FU4BIFIL...,Erica,Powerful suction. Flexible and lightweight.,5.0 out of 5 stars,"Reviewed in the United States on January 3, 2026",Verified Purchase,"Powerful suction. It’s so light weight, very flexible, and does ...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2A6P78G3CLVVC,https://www.amazon.com/gp/profile/amzn1.account.AEVFCYHQWZWUY7VC...,Rob M,Quiet but powerful!,5.0 out of 5 stars,"Reviewed in the United States on December 7, 2025",Verified Purchase,I didn’t know what to expect with this vacuum but I’m impressed....,https://m.media-amazon.com/images/I/718JEaQ6scL._SL1000.jpg http...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R3LZGRX8SV97TH,https://www.amazon.com/gp/profile/amzn1.account.AHAGAFPND4FARFWN...,Deanna Brown,Lightweight and easy to use,5.0 out of 5 stars,"Reviewed in the United States on December 5, 2025",Verified Purchase,Click to play video This is perfect for my RV when I don’t wanna...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R352WOISFHDSK7,https://www.amazon.com/gp/profile/amzn1.account.AGCRAB7C4RLFNFBQ...,K. Crow,Great Vacuum would buy again,5.0 out of 5 stars,"Reviewed in the United States on December 12, 2025",Verified Purchase,Click to play video This is a nice vacuum at a great price The s...,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/com...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R1TXFS45PSROK0,https://www.amazon.com/gp/profile/amzn1.account.AHJFLS47IRZHUAMT...,Raghu,Good little vacuum and gets the job done.,5.0 out of 5 stars,"Reviewed in the United States on December 11, 2025",Verified Purchase,Click to play video Great and light weight vacuum that works nic...,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/com...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RCMZ1HKYKYZE2,https://www.amazon.com/gp/profile/amzn1.account.AEKNNMHTQ5G46N6T...,leonardo correa,,5.0 out of 5 stars,"Reviewed in the United States on January 2, 2026",Verified Purchase,Recomendada 5/5 para hogares que buscan una aspiradora inalámbri...,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/com...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R1XIC1WS2LW3YS,https://www.amazon.com/gp/profile/amzn1.account.AFAROEVSI5AHPYCG...,Eamon,"Suction great, gets in tiny areas",5.0 out of 5 stars,"Reviewed in the United States on December 13, 2025",Verified Purchase,I have three dogs enough said. It has a small head but it gets i...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RNGR0LAPNAZC8,https://www.amazon.com/gp/profile/amzn1.account.AFUYUTDWDBOIOAP5...,Amazon Customer,Great Utility Vacuum,5.0 out of 5 stars,"Reviewed in the United States on December 8, 2025",Verified Purchase,"This is perfect for our camper, especially with the extension be...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2PBKFKJJKINE7,https://www.amazon.com/gp/profile/amzn1.account.AEQWLO7V2FTMJMRO...,Lenis,Good quiet vacuum,5.0 out of 5 stars,"Reviewed in the United States on December 19, 2025",Verified Purchase,Good vacuum for the price. Very quiet.,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2D2PGND3GNQIV,https://www.amazon.com/gp/profile/amzn1.account.AE73NX2NCMALJYTL...,Randy,Good vacuum for the price,5.0 out of 5 stars,"Reviewed in the United States on January 14, 2026",,Was cheap and have defiantly got my use out of it. Still working...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2IR2HTJK8LJW0,https://www.amazon.com/gp/profile/amzn1.account.AERXKJLLYLASNOFW...,Yamilka acosta,good quality,5.0 out of 5 stars,"Reviewed in the United States on December 17, 2025",,great vacuum for the price 😍,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2RNVJXAGX75KB,https://www.amazon.com/gp/profile/amzn1.account.AFOTRS3FQTAHFR5M...,Beverly Anderson,Buy this vacuum,5.0 out of 5 stars,"Reviewed in the United States on December 6, 2025",,Life changing. All of a sudden I want to vacuum all the time bec...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R336BGDL4X9RJB,https://www.amazon.com/gp/profile/amzn1.account.AE6UIF25DELU3YEL...,Keesh The Cutie,Very efficient,5.0 out of 5 stars,"Reviewed in the United States on December 4, 2025",,I love this vacuum! It does the job. Easy to assemble and very l...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R36Z54AAHE1Q4R,https://www.amazon.com/gp/profile/amzn1.account.AGLSPA6RIVRK7DA6...,K. Crowell,Works great,5.0 out of 5 stars,"Reviewed in the United States on December 4, 2025",,Great vacuum for the price...better than expected!,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R19IF3NDOOX7B6,https://www.amazon.com/gp/profile/amzn1.account.AH45C66K5EQL2CPB...,mama-z,this one is a keeper,4.0 out of 5 stars,"Reviewed in the United States on December 24, 2025",Verified Purchase,This light little vacuum is impressive. The suction power is gre...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2291ZGB2T9GTZ,https://www.amazon.com/gp/profile/amzn1.account.AEAKI2WDD3RLT4NV...,Simone,"MHRMHR Cordless Vacuum Cleaner, 180° Bend",4.0 out of 5 stars,"Reviewed in the United States on January 15, 2026",Verified Purchase,So far I am loving my MHRMHR Cordless Vacuum Cleaner with 180° B...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R27DGLTSH68XRD,https://www.amazon.com/gp/profile/amzn1.account.AGGPXKMZDIXYOY7O...,Neina,Cleaning easier!,4.0 out of 5 stars,"Reviewed in the United States on January 15, 2026",Verified Purchase,This makes cleaning so much easier! Picks up lots if things. Lig...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2LVNQ4NJQ2DVO,https://www.amazon.com/gp/profile/amzn1.account.AEU5COKQRQ44H75R...,rod,Works good but short battery time,4.0 out of 5 stars,"Reviewed in the United States on December 28, 2025",Verified Purchase,Works great battery could last longer,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RZR8MXTR188UK,https://www.amazon.com/gp/profile/amzn1.account.AHIKZNL7HVXKDUH7...,ethan mcgrw,Worth the buy,4.0 out of 5 stars,"Reviewed in the United States on January 15, 2026",,Does the job well and very convenient with the bend in themiddle,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R26Y4C0KY3SEBO,https://www.amazon.com/gp/profile/amzn1.account.AFIC4ONQCJJQPLXT...,Lorimar Duran,Battery life,4.0 out of 5 stars,"Reviewed in the United States on December 29, 2025",,"The battery dies rather quickly, but other than that it’s a grea...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RQJ7P3I2KK5G5,https://www.amazon.com/gp/profile/amzn1.account.AHXUAOSPTC33RXBI...,Patricia R.,Cordless vacuum,3.0 out of 5 stars,"Reviewed in the United States on January 14, 2026",Verified Purchase,I purchased this vac to take care of our RV and the kitchen floo...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R3F2JLVE3LA72N,https://www.amazon.com/gp/profile/amzn1.account.AGQ2JCVPEJKEURPN...,Mari,Short Battery Life,3.0 out of 5 stars,"Reviewed in the United States on January 11, 2026",Verified Purchase,"This vacuum is cordless and lightweight, making it easy to use a...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R3VL3NUBJR19KZ,https://www.amazon.com/gp/profile/amzn1.account.AHN4AZLRIKXCPSEJ...,Sully M,Nice but not heated throughout,3.0 out of 5 stars,"Reviewed in the United States on January 1, 2026",Verified Purchase,Overall it's ok. It's soft but the heat only comes from the cent...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RHZLUOSIAUR78,https://www.amazon.com/gp/profile/amzn1.account.AHZCLACYAE7CHTCU...,Susan Marykwas,Clip fell off already,3.0 out of 5 stars,"Reviewed in the United States on January 5, 2026",Verified Purchase,Seems to work great so far. Only received it today and the clip ...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RT0NCX797I1C9,https://www.amazon.com/gp/profile/amzn1.account.AH53NPPCK7RCCXCG...,SB,Hard surface vacuum,3.0 out of 5 stars,"Reviewed in the United States on January 16, 2026",Verified Purchase,This is just an average vacuum. It is definitely NOT for carpeti...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R3UFZW3GBFYTHS,https://www.amazon.com/gp/profile/amzn1.account.AHJWER2OYLBYJQ52...,Mary,Not much suction and small dirt cup,3.0 out of 5 stars,"Reviewed in the United States on January 9, 2026",Verified Purchase,It's ok. Was expecting more suction based on the other reviews. ...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2SMWMZ7OKM023,https://www.amazon.com/gp/profile/amzn1.account.AHQWYKGVGIX4637A...,Amazon Customer,Ok..,3.0 out of 5 stars,"Reviewed in the United States on January 10, 2026",Verified Purchase,Battery doesn’t hold charge very long,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
