Review ID,Reviewer's Profile,Reviewer's Name,Review Title,Review Rating,Review Date,Review Badge,Review Content,Review Images,Product URL
R35OK6MP0IH8MH,https://www.amazon.com/gp/profile/amzn1.account.AEDHWBBPM2MJHXWCMS46BOI23KZA/ref=cm_cr_getr_d_gw_btm,Sydney Wilwert,"High quality vacuum, great for a home with kiddos and pets",4.0 out of 5 stars,"Reviewed in the United States on December 22, 2025",Verified Purchase,We love this vacuum for our main floor. Transitions great from our LVP flooring to area rugs and seems to handle toddler crumbs and pet hair easily. Battery power is great. It’s a bit loud on the medium level but it can be adjusted to a lower or higher setting if needed. The only complaint I have is that you have to hold the trigger for the vacuum to stay on.,,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R1EWESR7JMOT06,https://www.amazon.com/gp/profile/amzn1.account.AEJREIV7OFLJ6JYEFBF4TWJHT47Q/ref=cm_cr_getr_d_gw_btm,TJ,Wow. Gets deep but battery could be better.,4.0 out of 5 stars,"Reviewed in the United States on January 5, 2026",Verified Purchase,I’d give it five stars if the battery lasted longer. I used my 15 year old plug in Dyson then this handheld. This one picked up so much more but the battery lasts me about one average room for a deep vac.,,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R2NN5XPALIFO1Y,https://www.amazon.com/gp/profile/amzn1.account.AHLGG5JIE67IKCBWIVOBGNEQELYQ/ref=cm_cr_getr_d_gw_btm,RSE77,Nice,4.0 out of 5 stars,"Reviewed in the United States on January 5, 2026",Verified Purchase,It works. Not as powerful as I thought. However I may be expecting too much. Works great. Life and gets in tight spots.,,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R1W4YUSQYIAK6I,https://www.amazon.com/gp/profile/amzn1.account.AEGNU5FM4CMSHF6VUNJKMNGSTVYQ/ref=cm_cr_getr_d_gw_btm,Joshua Crow,Works well except on long carpet and rugs,4.0 out of 5 stars,"Reviewed in the United States on December 28, 2025",Verified Purchase,Works well on hard floors and short carpet. Has to be ran on h8gh power for longer carpet which really shortens battery life. It also does not have enough power for a couple of our rugs.,,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
RQUGZAUG9JIL9,https://www.amazon.com/gp/profile/amzn1.account.AE2VBPPAYXIDOUBWN2AEDEGSIPNQ/ref=cm_cr_getr_d_gw_btm,David R,"It sucks, like it should",4.0 out of 5 stars,"Reviewed in the United States on January 3, 2026",Verified Purchase,"It’s heavier than our previous one, and it’s harder to take apart to empty. Still pretty great.",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
RA9V8GR18S04A,https://www.amazon.com/gp/profile/amzn1.account.AGSCPS5XKGA553H7Y3ORE3XWFGOQ/ref=cm_cr_getr_d_gw_btm,Amazon Customer,You can vacuum your dogs,4.0 out of 5 stars,"Reviewed in the United States on November 23, 2025",Verified Purchase,The suction is really good and the head fits under beds/dressers. It’s awkward using the attachments because the the large size of the main unit. It’s really good at picking up dog hair and dust. It’s not that good with picking up some larger items. For plastic the build quality seems good. My dogs aren’t afraid of it so it’s ended up good the use the vacuum with the smaller head on it to vacuum off my dogs (short hair). It doesn’t pick up sliced mushrooms,,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R1KA4NUDX5J6WF,https://www.amazon.com/gp/profile/amzn1.account.AFU3MDUU544PRBACCSMUQQ47XLZA/ref=cm_cr_getr_d_gw_btm,Doug T.,The Dyson V11: A Probably Too Long Review,4.0 out of 5 stars,"Reviewed in the United States on December 3, 2024",Verified Purchase,"Our old Rocket vacuum needed replacing after 8 years, so I jumped on the holiday sale on the Dyson V11. I’ve used it for a couple weeks now, and I HAVE NOTES.

• The important bit: It sucks. The vacuum’s suction is very good. Especially compared to my old Rocket. (I cleaned and maintained the filters on the old vacuum, but it could not provide the suction the V11 does.)
•Packaging: Oh my god, so much packaging! It’s a Russian nesting doll of packaging. The vacuum itself is inside a box which is inside another box which is inside a shipping box. But wait… inside that last box? More boxes! Every single piece and attachment is packed inside its own box or nestles in an intricate support structure of cardboard. I mean, the pieces surely aren’t going to get damaged, but …so much packaging.
• The Battery: Good new and bad news. It’s convenient to not have to stop to plug the old corded Rocket into a different outlet 4-5 times during vacuuming. The charging stand the V11 comes with makes it easy to recharge (if you can locate the stand near an outlet for the charging cord). HOWEVER, you get about 25 minutes of vacuuming time (at the recommended, medium power setting) on a full charge. For a four bedroom family home, that is not going to be enough! I’d rather have to move a cord and get it done all in one go. Recharge time is a couple hours.
• The ""Motorbar cleaning head"" (the brush roller), designed to not get tangled with hair and string, works like a charm. I normally vacuum up a lot of long hair and dental floss, but not a strand stuck in the V11’s roller.
• The handle: The design of the handle is unexpectedly not ergonomical. Being aligned at 90 degrees to the shaft makes the V11 more difficult to push *forward* as your hand is naturally pushing more towards the floor. More importantly, there is a seam in the plastic casing of the vacuum body right above the trigger. The top of your finger will rub against this seam constantly. It will rub a sore on top of your finger.
• The trigger: Some people have complained about having to hold down the trigger to keep the vacuum running. I expected to have a problem with this, but I didn’t. Just holding the V11 in a normal way rests your finger on the trigger during use, and it’s so sensitive that I seldom release it accidentally. (The sensitivity is actually almost a problem, I sometimes accidentally trigger the vacuum just handling it.)
• Length: It’s important. The grip of the V11’s handle is about 40"" from the floor. The handle of my old Rocket was 42"". As a 6’2"" older person, I have to bend a little more than I like to vacuum with the V11. Most people probably won’t have that problem.
• Other notes: Because of physics, dust spinning around the inside of the plastic canister generates static electricity. If you touch the plastic casing during operation, you can get a little shock. Also, when removing the shaft and brush head to empty the dust canister, the shaft/head won’t stand up by itself for you (something my old Rocket would do), it just falls over.

In conclusion, I kind of wish my old Rocket still did the job, but at the end of the day, the Dyson V11 has superior vacuuming capability, and that’s what you need. It has some pleasant features and some mildly annoying drawbacks, but it’s worth the holiday price.",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
RCMTSBBGI0EIC,https://www.amazon.com/gp/profile/amzn1.account.AF5LBLCV7ASGWVZ6TEPJAQCSVNHA/ref=cm_cr_getr_d_gw_btm,Debra,Pre-opened box. Decent product.,4.0 out of 5 stars,"Reviewed in the United States on November 30, 2025",Verified Purchase,"The box was clearly opened and resealed. I paid for a brand new item, so this was upsetting. The items were re-packaged however they could get them to fit, and some brushes were distorted as a result.
The vacuum works as expected. Very high power and lifts well on both carpet and hardwood floors.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R2RCSMFYFBGMDJ,https://www.amazon.com/gp/profile/amzn1.account.AFL5DKSMODR6PTOV3IZOIFJSVQTQ/ref=cm_cr_getr_d_gw_btm,Rosie maglieri,Love it,4.0 out of 5 stars,"Reviewed in the United States on December 17, 2025",Verified Purchase,"The on button too close to handle, every time you pick it up you turn it on, only thing, or else it’s nice",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
RC4AO6H07Z8SE,https://www.amazon.com/gp/profile/amzn1.account.AFTJTP2KNO2WQ6BWLFKZNJHAQTWA/ref=cm_cr_getr_d_gw_btm,Joey snacks,"Small vacuum head, no light",4.0 out of 5 stars,"Reviewed in the United States on December 21, 2025",Verified Purchase,Powerful but small vacuum head and no light,,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R2R15HWB9MUO69,https://www.amazon.com/gp/profile/amzn1.account.AHZYLKVYMG2EBNTVBME24R5GCNLA/ref=cm_cr_getr_d_gw_btm,Sarianne P.,Glad I found this,4.0 out of 5 stars,"Reviewed in the United States on December 15, 2025",Verified Purchase,"Works easily
Put together easily
Battery Life great
Noise level low",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
RVGK3IDPQ8HSJ,https://www.amazon.com/gp/profile/amzn1.account.AHZUDWHX5OG36RCHUQJUMR5YKT2A/ref=cm_cr_getr_d_gw_btm,Theo,Works well,4.0 out of 5 stars,"Reviewed in the United States on December 11, 2025",Verified Purchase,Great vacuum a little pricey to not have a light but still great,,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R1Q2WIE9BWLZE7,https://www.amazon.com/gp/profile/amzn1.account.AHGBCGNEH4PRMOXWU7VMLSWEQDCA/ref=cm_cr_getr_d_gw_btm,Lee Stevens,So how does it count to a billion?,4.0 out of 5 stars,"Reviewed in the United States on June 30, 2025",Verified Purchase,"Dyson has always sucked, which is a good thing for a vacuum, you want it to. :)

This is a very smart device and has a lot of uses, definitely more than I know what to do with. The detachable vacuum converting it to a hand vac is really nice. I will say though that how it counts particles I have no idea, but you will see them, if you are a child of the 80s and are addicted to the ""high score"" mentality.

This vacuum really packs a punch, it works great on hardwood as well as carpet and I don't even need to transition it. It has a ton of attachments for about anything and it's not heavy or hard to move around except when it is deeply cleaning something. It's a manageable size too.

So, a lot of great things to say, but there are some glaring bad ones. Really, I didn't have the heart to give this 3 stars because of how well it otherwise works.

The bad: The attachments they give, some just don't seem to work like on their videos, for example the car. But that leads me to the videos, which really are the worst part of this vacuum. For a cleaning idiot like me, the videos are short and really explain nothing. They are made for people who already know and just give images for the most part what to do. They should explain things, and their app is trash for this. They should offer this on a much bigger screen with more detail.

Overall, a worth it vacuum, the battery also does our whole house well and could probably do 3 whole cycles in our home on one charge.",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R3RDVBAV51C3PJ,https://www.amazon.com/gp/profile/amzn1.account.AG3BAU4DCNU4BPMUO2HJGNHJTAUQ/ref=cm_cr_getr_d_gw_btm,Bonnie Horne,great vacuum cleaner.,4.0 out of 5 stars,"Reviewed in the United States on December 4, 2025",Verified Purchase,"Well packed, box within a box. Print on most pages are too small to read.",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R1PJF906619QAN,https://www.amazon.com/gp/profile/amzn1.account.AE5C3QX2B64UZHOSVUHRO7KKS3CA/ref=cm_cr_getr_d_gw_btm,Paty Lenny Souza,Great vacuum,4.0 out of 5 stars,"Reviewed in the United States on November 29, 2025",Verified Purchase,"The best vacuum I’ve ever had.
I just wish the battery would last longer and that it had lights at the front.",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
RTY3VYGD9ZEGT,https://www.amazon.com/gp/profile/amzn1.account.AGBKB6I362XOMPGZTY6O6BFSVGEA/ref=cm_cr_getr_d_gw_btm,Kyle,I do love it but not in love with it,4.0 out of 5 stars,"Reviewed in the United States on November 7, 2025",Verified Purchase,"It cleans the floor great, carpet hardwood, rugs. Its super convenient and the battery lasts a long time, but the head is pretty tall, and it hits the edge of my cabinets. Its long even with the short attatchment it comes with so it is not great for cleaning a car. I still love it and would buy again.",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
R1Q9ZNVH31Q3ID,https://www.amazon.com/gp/profile/amzn1.account.AEGCNDP3ZVYMSV4CZXXB56PMQQ2Q/ref=cm_cr_getr_d_gw_btm,Elijah_j,"a little hurt, but still great",4.0 out of 5 stars,"Reviewed in the United States on October 26, 2025",Verified Purchase,"Still functions well, and still a great value for refurbished, but clearly used to suck up sand and certain parts like the dust bin release does not slide very well, but the item was not cleaned very well. Cosmetically I would not list it as very good, just good; there are some minor cracks to the molding above the bin, but overall the vacuum clean very well.",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
REUKRM2VBUIR,https://www.amazon.com/gp/profile/amzn1.account.AHH7CRUA5KOBV36PE76UDWM4KSCQ/ref=cm_cr_getr_d_gw_btm,Riswill,Great suction!,4.0 out of 5 stars,"Reviewed in the United States on November 20, 2025",Verified Purchase,"Great vacuum, just wished the suction head lite up. Missing the light to better visualize floor, but does have powerful suction!",,https://www.amazon.com/Dyson-Origin-Cordless-Vacuum-Nickel/dp/B00FZPRUTY/ref=sr_1_6?crid=SOUX5UBXI5EN&dib=eyJ2IjoiMSJ9.g3vpa3pw8uT2n-Iy-gNjTfH09ISfCLuJtT5_x-8VuZ8fMfZPsUUaFDpaIMifHEVi0HT0ruPAuG7LgdvpZXIfPNdVrWo5dUHkwxCiXN3B2-r7MkHwfduNiTl3Aed6S3GsIA0adCc-W1BJz0uFgxY-Wj6o7XFTb-WmxXcRiR3rooj5NevAit0M19yp3YhTwlLPIx_dePQFQwwY4rb2_sRtRT4IAB_7v_2Zyq8KuYurBZqza2F0KVPhhjBa9EF89Vx5LB4MN-IS0eUcPFK7GGy9En1e2r5OWUT_sS0tCw76Kqk.eCmjB1i78CAwvDJKdMrndHywG29pSeVzYiYK04NSxvU&dib_tag=se&keywords=dyson&qid=1768774758&sprefix=dyson%2Caps%2C259&sr=8-6&th=1
